chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Sex
-1.842221279038392,0.0183268311048316,0.7176667128165677,0.4401305823950291,0.668592453318635,1.6533415621723264,2.110272208923016,-0.718759989482402,-2.270341582660899,0.1573894672172304,-0.8568347140555066,-0.6315533600651543,-1.1639076378081894,1.3055918848333892,-1.1690435951548912,-0.0837749547163362,0.4603285094618334,0.5041069036005937,-1.039205552203209,-0.2913844487405627,-0.4145588423437732,0.4699414930445194,-0.2541918957007897,0.0315608021309005,-1.91795881461473,0.1678317044303686,0
-0.2613904714661065,-0.0635255374318801,0.9052854527493605,0.9831625541092204,1.184895029536145,-0.0841058364499229,0.4336996060169004,-1.4716164367063995,0.0805064214338403,1.930609405927048,0.2982454404934658,0.6839641515253345,-1.3232273975245894,0.5430160148991654,0.5612277481301298,1.2676462099041168,-0.6491281764023987,0.1267152441756199,0.3108027257493254,1.0041912915911622,-1.1544870524080408,0.8263935640170726,0.6611343223688353,0.2374547198158446,-0.8939135765442532,-0.6199849046559157,0
-0.7961605673426029,-0.2486128774582861,-1.7300735366385678,-2.0103237691685263,-1.7343376016189327,-1.6782366414177117,-1.3455792027529978,1.8332096551738304,0.1493900779181241,-2.2439439203582725,0.1202918468227502,-1.10264935343942,0.9225329431652104,-1.4593819351680977,1.2779059288565795,-0.5736818616520227,0.3664525611580587,-1.1093972069116105,0.8050605870192569,-0.1813247467461631,0.3223525022784793,-0.6778449722424564,0.4144897498784618,-0.92559709478377,1.45985616243526,-0.1538111092198147,1
-1.96502702143408,-0.1687008084992774,-0.6433686306824181,0.0075737993360494,-0.4815948027896045,-1.1566754355240747,-0.6512043439126731,0.2185840996558781,0.9674443334195952,0.6786569092786209,-0.3687055117947043,0.1703627778601756,-0.2566349183171041,0.1695535080113299,-0.0540154813538228,-0.9741861445341926,-0.8762088631088151,0.3498203741942663,-0.8410683026557537,-1.324896433087554,-0.3591039529297408,0.113973684636382,-0.6809220111819845,0.7110490418270402,0.1379230655263117,-0.298629718060643,0
-0.1506474835445233,0.6855877125947907,-1.336951819159937,-1.5238753429418053,-1.3223579860913697,-0.7362949792144711,0.9123126307446304,1.4321747671413496,-1.82349687148921,-0.0017658715559436,-0.829827212162646,-1.0762679926109502,0.1943136676810653,-1.2460658715001405,0.940228752532392,-0.7689404694246224,0.5407301186442712,-0.858359361920843,-0.7669113572855918,-0.7425752464321569,2.0481498011180217,-1.825805805932187,-0.2868433936374923,-0.2791308802991794,1.843073113082531,-0.4464690773713984,1
-0.5849489119288929,-0.2607129736917144,0.3712347384613818,0.664877781022878,0.413277851270528,-0.5699709853096915,0.1491927575818832,-0.1676446258218866,1.2933119150601773,0.2780967667667821,-0.3530590048203874,1.169614362541776,-0.3007776651049219,0.1003026502719808,0.2536167474475836,1.3593852813896414,-1.407652462618452,0.0500382145158121,0.6375053801542172,0.1540434171120297,-1.6408718492063727,1.3450625582654705,0.5567135342593869,-1.1965038638812626,-0.5499499846379977,0.3355718676553684,1
0.1874384511194608,-0.1117461857636816,0.5152210153666177,0.5861886899278683,0.4443129316685255,-0.0402712143195551,-0.2417522058061283,-0.8194018767276892,0.6981097939071336,0.3344049051037428,-0.1651378607017496,0.1462539191749597,0.6885286442779998,0.583029359113224,0.8655891039969483,0.4158507696837523,-0.5016400239485495,0.2376622326886031,1.4162758266515556,-0.0795847756467695,0.011642003381422,0.6426136325646903,-0.1555032147179018,-1.2574509259745463,0.5208580457669836,-0.9211795327875322,1
-0.5803976634316266,0.4785482616520797,0.1997399735880538,0.6467656825563889,0.2694174537617749,0.0022217595829534,-0.2127499004145429,-0.3195986885692095,2.498992049398539,0.7892737390264777,0.3484646480817452,-0.6702817793387128,1.5025653338349436,2.145595185841278,-0.758894259918472,-1.9020182660052387,1.4758966625085788,1.0300678820122489,-3.23922989172082,1.7812479411589603,1.706414238117001,-2.5536756673162344,0.2451868229132175,0.9166710411354072,-1.929259326536724,1.0596961353716536,1
0.417977473772279,-0.7620695970950061,-1.6834514338821311,-1.5007860205756516,-1.7611629923287762,-1.519150951713678,-1.7438179996058292,2.3416968195933525,-0.418275174454736,-0.9139165158067796,0.6128675433860806,-0.4161883090134534,2.2259611139214157,-0.6102309893494225,0.5420605800915369,-1.0756684814316104,0.4187013186676395,-0.6710543964286041,-0.2658936164589393,-2.1288585697426905,1.66283309770891,-0.5773613858639746,-0.7961216326798225,-0.3046683941218799,-0.1376630633278036,1.0005991037962083,1
-1.0026034993284945,-0.8823160622557925,0.2020827936945816,0.5745561802922372,0.3044104580445906,-0.7110104484631298,-1.1688442960257046,-0.1478319794327142,0.1141515164120995,-0.4436410072346712,-0.1336749537051451,0.5967312721150166,-0.6122576598088859,0.3865077360979723,-1.342283020022212,-0.0510426751988016,-1.2743572985304796,0.0330421557978553,0.5335228928290152,0.3958673098289937,-1.6997165001608947,0.450317712026266,0.481331817886042,0.1473658707375736,-0.4494935582156231,-0.1946196414875368,0
