chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Sex,Age_Range
-1.1736845697664677,-0.16286825662863422,0.2348525161254745,0.010818945830779506,0.08797050724832305,1.7207755028249696,0.47048629060569813,-0.46356424489596737,-1.7152156987589273,0.31971845998154286,-1.035142597810722,-0.4544875313266719,-1.9760415844051633,1.0835828853941005,-1.563283904342183,-0.7259598427464565,1.089277061025775,-0.1421180698957809,-1.058040289199308,1.1065817628261316,-0.35203316436242216,0.5735302543578096,0.913071054988478,-0.3414642438132946,-0.8791555002437926,0.9721418707397746,1,0
-1.576459416248618,-0.5702015920139651,-0.07382275736488449,0.20847228275124394,0.09039920170900473,-0.04234971118684257,-0.025431830882069555,-0.10489264718295609,-1.295243993860778,0.21200757828873992,-0.04642066820260413,-0.43491791695438137,-1.540948105887021,0.6091759320477232,-0.8479060759840997,-0.19075487746248468,0.05214642954207436,0.16763127654266574,-0.6526384214706114,0.9599698050249071,-0.7921171733111261,0.560310879747652,1.109772756986183,-0.08145010101484006,-0.3015371206611283,0.37063024007051176,1,0
-0.9739889838691945,-0.6112865198439275,0.3601476294315281,0.5540124830431303,0.5495543030029099,0.24715669421005151,-0.5107607199609169,-0.7847905731239532,-0.14830833498726648,0.686838979273556,0.24014241821302157,-0.1187338840459071,-0.1553905479188767,0.643180323528469,-0.061783082400948444,-0.33373098044161603,0.681163399148257,-0.3118761967836673,-0.06694999269956385,0.12636891901148734,0.18887865054714553,0.074121513397631,0.9691994135644966,0.24364081704001272,0.3131963752531473,-0.08999776122281354,0,0
-0.5851356808129307,-0.7057988222125104,1.1678715042827061,0.9817926714573673,1.1229500925258593,0.07972198234520447,-1.0254197545979866,-1.3446466920939883,-0.40289205651265503,0.12307526693798623,0.027311442806607984,0.06327476508709459,-0.647096241453234,-0.02798373783966428,0.03260887087778361,0.9959491608464796,-0.26584776227589774,-0.722654333106827,0.5803562604928761,1.5928522007300123,-0.9380888550903582,-0.8359645045412899,1.1023287270523816,0.462250264199875,-0.43366659089639487,-0.41083019687419736,0,0
-0.32088891674322373,0.4799502558466645,-1.3059372384366486,-1.4475010510188107,-1.2865395020965287,-1.1183817085633165,0.02579499206403591,0.8936881208960786,-0.8998153425244085,-0.9893568996628407,-0.12846856229118606,0.24250717842567648,1.1137393789337993,-2.363552375213582,0.0009490955547345068,-0.6044129229075615,0.6222142901810197,-0.5856276938997066,0.3174503533969486,-1.120359825444018,0.7746420319629695,-0.7108459334380764,-0.15680791944528671,-1.1020364179449815,1.5012650884871825,-1.0641969732718672,1,1
-0.6862273548154303,0.8029202324477624,-1.8628387446439985,-2.137934079756758,-1.8542691067483346,-1.6684314704381649,-0.08964961908710237,1.8310500430596328,0.4063458899003128,-0.2199013272958398,1.1234623551898777,-1.0913941070624844,1.1934837334344457,-1.7866197092815994,1.2974250304790682,0.30453947202098797,0.430018574938657,-1.3459346071445346,0.3628364719034176,-0.9481200718597474,0.5293472081314147,-0.9129166307919466,0.0878892234278888,-1.6593425425900925,-0.640727049788584,-0.8454708580688917,1,1
-1.410887348235895,-0.2624710668980589,0.47691032950547024,0.41597250035551936,0.4078833703131955,0.9121863314982217,-0.392541004812863,-0.7824291702643609,-0.27259989167888204,0.9300001945032426,-0.30205920064907466,-0.31923443294383336,-0.1423510434866185,1.277071255821837,-0.5630839556528525,-0.9301606199967494,1.2895732240749884,-0.7156269038450055,-2.728864127748812,1.3748660603201373,-0.48973227448998485,-1.8121776574169342,-0.5119963748800456,1.32548839362425,-2.1893172964525713,0.5873560944731022,0,2
-1.6541752466780253,0.18838906780570838,0.48510246210917285,0.4426740493134591,0.4880362354629181,1.0566269600292972,-0.03985193417570231,-0.36134112758040854,-0.8941217471496881,-0.809915606197893,0.2697598154568852,-1.6252847758271198,-0.8024781863867247,0.21129936394782334,-1.2440945588851189,-1.2317793463096263,1.0793509536756298,-0.36604259787153826,-2.054519933367002,0.6906291576472157,0.8490253320933482,-1.7637026779873677,0.17872796628700802,1.4330192527433632,-1.5690549323512575,1.5377822049916372,0,2
-0.516879287283152,-0.6561229578938029,-1.843757250899469,-2.8046388191366827,-1.7478789286953593,-0.8335731255071342,-0.7288854283296605,3.4486686497449877,-2.4962423047559428,-2.527656912229907,1.3535112155330882,-3.2470990267969007,1.5433496259872588,-3.5189983831474105,-0.2987217222975252,0.5532648725646352,-0.92668734954313,-0.8128075791140137,1.790852407850414,-2.5116717701886078,0.223470415602445,-0.2664295479145656,-0.8888113504700906,-0.38122637197708337,0.10109639039708992,-2.3452969255920872,0,2
-1.2727085077541644,-0.3359168620174649,-1.823338361962612,-2.916711303612843,-1.751336366807837,-0.6629483276147847,-0.016019180515044876,3.641059620895845,-3.204387987129225,-3.3450859974983564,1.8304706869539227,-2.8508312363982333,1.2652064223626411,-3.4939062182313716,-0.2459078958202569,0.25015679106408767,-0.9879070499408562,-0.8973936977105957,1.1784517189778598,-2.804370652809379,0.3887613474950608,-0.36440241300605514,-0.9935468314459179,-0.7125298335017821,-0.19314197172346603,-1.831381927702583,0,2
-1.1648374938513013,-0.36208980891969456,-0.11682656489032421,0.26988519563360674,0.05029720350457843,0.6026232185235684,0.8943020713622312,0.085518678248447,-0.28882086749435487,0.7656724784580746,-1.0284365786131042,0.07040966755449063,0.17643117681840403,0.29491882874357195,-1.618463872209366,-0.1680602098903287,0.5150826394669364,-0.10848999572804202,-1.8210260215541079,1.421661896296424,0.2587423048821235,-0.7140979345481254,-0.6272318035168484,1.316315134314185,-1.0835890000007917,1.151398725876035,0,0
-0.5073507832416215,-0.04197046804338861,-1.494659880348812,-1.629728741119899,-1.4671024271492195,-1.4329997114821817,-0.3307200913875856,-0.19756010774778407,0.3441549006042666,-0.8428754992391597,1.9780796116734958,-0.9109949789890982,0.09998810168218013,-2.2188397548232706,-0.09152893856084407,-0.5490172907779588,2.102700409072878,-1.3236466964914937,-0.574364489928261,0.16107426671164152,0.5553615100615211,-0.8382589004051336,1.25237935343507,-0.19229362205708558,-0.31932796170785926,-0.10365416582212848,0,0
-0.35911934688624947,-0.9481614723623614,1.4887671654330035,1.0919918160170792,1.3697125754873505,1.9094163464056464,-0.40696657293818167,-1.4206733490080157,-0.6902067469747759,0.9048982582801828,0.9119905238862428,0.14841547626731907,-0.801513466091936,1.453153043815822,-0.6679640983170181,-0.11074084585122311,-0.06409582306670435,2.064079464125438,-1.079252819773713,-0.4358501046048443,1.6389804717383736,1.4613172408469333,-1.5075842232952463,1.811812144059091,-2.0779665953631747,0.4576441292405977,0,0
-0.8181944593852215,-0.9122714436742577,1.4331227563279574,1.106568139318953,1.440807918030902,2.3459968316951536,0.5133871908208593,-0.9879296348544873,-1.172031380164606,-0.7439386882785926,0.42572471845059107,-0.07643396877948305,-2.0179717907140495,0.93681381843827,0.13170629354475588,-0.19260962483958793,-0.6027789527927266,2.4145439461063556,-1.1094830706536118,-0.8787425109358838,2.0294036154064514,1.0137073895580455,-2.4355189636780743,3.3279931447462374,-1.4793713353659923,-1.4758194614217037,0,0
-1.1156265900600146,-0.010117190553651716,-0.9175746685999058,-1.2869068136936141,-1.0840965218810352,0.02874575923051411,-0.5431622401835907,0.5468425453300775,-0.1393940195359955,-0.6005056123915792,-2.448213693195654,-0.39021922875799014,0.831942064086044,-2.1084960510947326,-1.6663915069008028,-0.0552986160131647,1.24153746320389,-1.4549668819629122,0.6156063549827719,-1.8235067248075973,-0.0005628989050211738,-1.2094535392644223,0.4943295243316224,-0.943160912265437,-0.6624678841253177,-0.6235321627512723,0,1
-1.4144910876930172,0.23355575925185676,-1.6403897405397982,-1.7503550920415947,-1.7309949100579358,-1.6496439147902373,-1.0767431083150845,1.1017768843371363,0.01853602803686682,-0.6983068519044529,-1.749008786155727,-0.5876630490932856,1.659897359711072,-2.236773264312527,-1.5961446877955088,-0.6834162334598143,1.2567118753737343,-2.537239021467291,0.21856406949057844,-1.1309292404859579,0.04573247755338023,-1.3998961788070792,-0.032010812386959485,-0.15233059383647254,-1.4814827564668651,-1.6382400615320898,0,1
0.22354059166481016,-0.6847033038686958,-1.3372531029477102,-1.017713734273494,-1.3342632418714973,-1.6316582988785073,-1.5867795975972632,1.4470170662912136,0.5143020532360391,0.1218836505477088,-0.7271877579960402,-0.9175891238294429,-0.09399014033104182,1.13548262724257,-1.2982825036947427,-0.7038616766190402,1.6531288363275614,-0.15377088018734475,-0.5498945579897968,0.7384474095842799,0.6378818273119924,-0.8322019574656805,-0.3334798787426244,0.2063852422998163,0.5456956483689206,-1.0571489106646352,1,1
