chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20
0.4398726522922516,0.005534717347472906,2446.8832282715016,2355.11244919696,5271.8963623046875,0.10538284866898148,-613.098388671875,78.24537658691406,3.727224349975586,-1.388231635093689,-8.861390113830566,0.39867648482322693,-0.341754674911499,-12.951343536376953,-6.100209712982178,-2.9981069564819336,-7.251835346221924,-5.828518390655518,-5.570898532867432,-6.6866374015808105,-7.531427383422852,-5.2611260414123535,-7.223328590393066,-11.361255645751953,-7.626803874969482,-7.794490337371826
