chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,Sex
0.439872652,0.005534717,2446.883228,2355.112449,5271.896362,0.105382849,-613.0983887,78.24537659,3.72722435,-1.388231635,-8.861390114,0.398676485,-0.341754675,-12.95134354,-6.100209713,-2.998106956,-7.251835346,-5.828518391,-5.570898533,-6.686637402,-7.531427383,-5.261126041,-7.22332859,-11.36125565,-7.626803875,-7.794490337,'Female'
